Time [s],PL [mbar],TL [C],PC [mbar],TC [C],PR [mbar],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
126.89, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.375, 59.375, 21.250, 9.06, -3.51, 2.33, -0.0011111, 0.0004883, 0.0011111, 0, 0, 0, 0
126.90, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.375, 59.375, 21.250, 9.07, -3.48, 2.33, -0.0011111, 0.0005556, 0.0011111, 0, 0, 0, 0
126.91, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.375, 59.375, 21.250, 9.07, -3.52, 2.38, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
126.92, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.062, 9.01, -3.46, 2.35, -0.0011111, -0.0022222, -0.0022222, 0, 0, 0, 0
126.93, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.062, 9.07, -3.41, 2.38, 0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
126.94, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.062, 9.07, -3.48, 2.39, 0.0022222, 0.0011111, 0.0011111, 0, 0, 0, 0
126.95, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.062, 8.97, -3.53, 2.38, -0.0033333, -0.0005556, -0.0011111, 0, 0, 0, 0
126.96, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.062, 9.03, -3.47, 2.41, 0.0000000, -0.0044444, -0.0022222, 0, 0, 0, 0
126.97, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.000, 21.250, 9.06, -3.42, 2.44, 0.0011111, -0.0033333, -0.0044444, 0, 0, 0, 0
126.98, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.000, 21.250, 8.99, -3.46, 2.42, -0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
126.99, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.000, 21.250, 8.98, -3.45, 2.41, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
127.00, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.000, 21.250, 9.03, -3.46, 2.43, 0.0000000, -0.0008333, -0.0011111, 0, 0, 0, 0
127.01, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -19.750, 59.000, 21.250, 8.97, -3.47, 2.42, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.03, 999.6, 27.47, 998.8, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 58.562, 22.750, 8.92, -3.46, 2.40, -0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.03, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 58.562, 22.750, 9.01, -3.55, 2.44, 0.0000000, -0.0044444, -0.0033333, 0, 0, 0, 0
127.05, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 58.562, 22.750, 8.98, -3.48, 2.36, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
127.05, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 58.562, 22.750, 8.92, -3.47, 2.37, 0.0000000, -0.0033333, -0.0022222, 0, 0, 0, 0
127.07, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 58.562, 22.750, 8.99, -3.40, 2.37, 0.0011111, -0.0044444, -0.0044444, 0, 0, 0, 0
127.08, 999.6, 27.47, 998.7, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.750, 9.01, -3.52, 2.37, 0.0000000, 0.0011111, 0.0011111, 0, 0, 0, 0
127.09, 999.6, 27.47, 998.7, 26.70, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.750, 8.90, -3.53, 2.35, 0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.10, 999.6, 27.47, 998.8, 26.70, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.750, 8.95, -3.49, 2.35, -0.0011111, -0.0044444, -0.0044444, 0, 0, 0, 0
127.11, 999.7, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.750, 8.99, -3.41, 2.36, 0.0011111, -0.0055556, -0.0022222, 0, 0, 0, 0
127.12, 999.7, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.062, 59.375, 22.750, 8.87, -3.46, 2.29, 0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
127.13, 999.7, 27.47, 998.8, 26.71, 999.7, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.500, 59.375, 21.562, 8.92, -3.58, 2.35, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
127.14, 999.7, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.500, 59.375, 21.562, 8.97, -3.47, 2.37, 0.0011111, -0.0044444, -0.0033333, 0, 0, 0, 0
127.15, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.500, 59.375, 21.562, 8.88, -3.42, 2.31, -0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
127.16, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.500, 59.375, 21.562, 8.90, -3.50, 2.37, 0.0011111, -0.0022222, -0.0044444, 0, 0, 0, 0
127.17, 999.7, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.500, 59.375, 21.562, 8.91, -3.55, 2.37, 0.0000000, -0.0044444, -0.0022222, 0, 0, 0, 0
127.18, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 22.875, 8.93, -3.47, 2.40, -0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.19, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 22.875, 8.87, -3.43, 2.36, 0.0011111, -0.0011111, -0.0011111, 0, 0, 0, 0
127.20, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 22.875, 8.91, -3.45, 2.41, 0.0000000, -0.0044444, -0.0033333, 0, 0, 0, 0
127.21, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 22.875, 8.85, -3.46, 2.33, -0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
127.22, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.000, 22.062, 8.86, -3.40, 2.35, 0.0000000, 0.0004883, 0.0011111, 0, 0, 0, 0
127.23, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.000, 22.062, 8.90, -3.45, 2.38, 0.0000000, -0.0019531, -0.0022222, 0, 0, 0, 0
127.24, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.000, 22.062, 8.82, -3.52, 2.29, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.25, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.000, 22.062, 8.91, -3.49, 2.34, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.26, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.000, 22.062, 8.88, -3.50, 2.33, -0.0011111, 0.0008333, 0.0011111, 0, 0, 0, 0
127.27, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.375, 21.688, 8.87, -3.45, 2.33, -0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.28, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.375, 21.688, 8.84, -3.51, 2.29, 0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.29, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.375, 21.688, 8.90, -3.48, 2.31, 0.0011111, -0.0022222, -0.0022222, 0, 0, 0, 0
127.30, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.375, 21.688, 8.89, -3.39, 2.28, 0.0011111, 0.0044444, 0.0022222, 0, 0, 0, 0
127.31, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 59.375, 21.688, 8.87, -3.44, 2.32, 0.0022222, 0.0022222, 0.0022222, 0, 0, 0, 0
127.32, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 21.562, 8.91, -3.51, 2.33, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.33, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 21.562, 8.91, -3.52, 2.34, 0.0000000, 0.0011111, 0.0011111, 0, 0, 0, 0
127.34, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 21.562, 8.88, -3.50, 2.30, 0.0000000, -0.0008333, -0.0011111, 0, 0, 0, 0
127.35, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 21.562, 8.93, -3.46, 2.33, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.36, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -20.875, 59.375, 21.562, 8.92, -3.47, 2.34, -0.0011111, -0.0004883, -0.0011111, 0, 0, 0, 0
127.38, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.000, 59.375, 22.375, 8.87, -3.51, 2.33, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.38, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.000, 59.375, 22.375, 8.90, -3.49, 2.36, -0.0011111, -0.0044444, -0.0022222, 0, 0, 0, 0
127.40, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.000, 59.375, 22.375, 8.92, -3.50, 2.35, -0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
127.41, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.000, 59.375, 22.375, 8.89, -3.42, 2.34, 0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
127.42, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.000, 59.375, 22.375, 8.88, -3.48, 2.39, 0.0000000, -0.0005556, -0.0011111, 0, 0, 0, 0
127.43, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 58.250, 21.562, 8.90, -3.48, 2.41, -0.0011111, 0.0004883, 0.0011111, 0, 0, 0, 0
127.44, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 58.250, 21.562, 8.86, -3.50, 2.35, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.45, 999.6, 27.47, 998.7, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 58.250, 21.562, 8.88, -3.51, 2.36, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.46, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -21.250, 58.250, 21.562, 8.88, -3.49, 2.39, 0.0011111, -0.0008333, -0.0011111, 0, 0, 0, 0
127.47, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 59.750, 22.375, 8.87, -3.47, 2.37, 0.0000000, -0.0022222, -0.0022222, 0, 0, 0, 0
127.48, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 59.750, 22.375, 8.87, -3.43, 2.41, -0.0022222, -0.0044444, -0.0022222, 0, 0, 0, 0
127.49, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 59.750, 22.375, 8.88, -3.48, 2.32, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.50, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 59.750, 22.375, 8.88, -3.45, 2.34, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.51, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 59.750, 22.375, 8.89, -3.47, 2.38, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.52, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.562, 22.375, 8.88, -3.46, 2.34, -0.0022222, -0.0011111, -0.0011111, 0, 0, 0, 0
127.53, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.562, 22.375, 8.85, -3.45, 2.27, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
127.54, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.562, 22.375, 8.98, -3.48, 2.34, 0.0000000, 0.0008333, 0.0011111, 0, 0, 0, 0
127.55, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.562, 22.375, 8.93, -3.50, 2.37, -0.0011111, 0.0044444, 0.0033333, 0, 0, 0, 0
127.56, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.562, 22.375, 8.88, -3.46, 2.30, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
127.57, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 58.562, 22.062, 8.91, -3.47, 2.35, -0.0011111, -0.0008333, -0.0011111, 0, 0, 0, 0
127.58, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 58.562, 22.062, 8.94, -3.44, 2.36, 0.0011111, -0.0011111, -0.0011111, 0, 0, 0, 0
127.59, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 58.562, 22.062, 8.96, -3.47, 2.32, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.60, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 58.562, 22.062, 8.88, -3.50, 2.34, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
127.61, 999.6, 27.47, 998.7, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.750, 58.562, 22.062, 8.94, -3.50, 2.36, -0.0022222, -0.0005556, -0.0011111, 0, 0, 0, 0
127.62, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.250, 21.688, 8.92, -3.52, 2.39, -0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
127.63, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.250, 21.688, 8.81, -3.45, 2.33, -0.0022222, 0.0044444, 0.0022222, 0, 0, 0, 0
127.64, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.250, 21.688, 8.86, -3.44, 2.33, 0.0000000, -0.0005556, -0.0011111, 0, 0, 0, 0
127.66, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.250, 21.688, 8.86, -3.50, 2.37, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.66, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -22.375, 58.250, 21.688, 8.89, -3.45, 2.37, -0.0022222, 0.0005556, 0.0011111, 0, 0, 0, 0
127.68, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.500, 59.375, 22.062, 8.85, -3.43, 2.35, 0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
127.69, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.500, 59.375, 22.062, 8.88, -3.50, 2.35, 0.0000000, -0.0022222, -0.0022222, 0, 0, 0, 0
127.70, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.500, 59.375, 22.062, 8.88, -3.46, 2.34, -0.0022222, -0.0022222, -0.0022222, 0, 0, 0, 0
127.71, 999.5, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.500, 59.375, 22.062, 8.85, -3.51, 2.35, 0.0000000, -0.0022222, -0.0022222, 0, 0, 0, 0
127.72, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.500, 59.375, 22.062, 8.90, -3.46, 2.38, -0.0022222, -0.0022222, -0.0044444, 0, 0, 0, 0
127.73, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.875, 58.562, 22.062, 8.92, -3.45, 2.41, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
127.74, 999.6, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.875, 58.562, 22.062, 8.89, -3.54, 2.35, -0.0022222, -0.0004883, -0.0011111, 0, 0, 0, 0
127.75, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.875, 58.562, 22.062, 8.89, -3.50, 2.37, -0.0011111, -0.0044444, -0.0033333, 0, 0, 0, 0
127.76, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -23.875, 58.562, 22.062, 8.96, -3.50, 2.38, -0.0033333, -0.0044444, -0.0055556, 0, 0, 0, 0
127.77, 999.7, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.750, 22.375, 8.91, -3.43, 2.35, -0.0011111, -0.0022222, -0.0033333, 0, 0, 0, 0
127.78, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.750, 22.375, 8.92, -3.46, 2.35, -0.0011111, 0.0011111, 0.0011111, 0, 0, 0, 0
127.79, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.750, 22.375, 8.91, -3.46, 2.31, 0.0000000, -0.0011111, -0.0011111, 0, 0, 0, 0
127.80, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.750, 22.375, 8.97, -3.40, 2.36, 0.0011111, -0.0022222, -0.0022222, 0, 0, 0, 0
127.81, 999.7, 27.47, 998.7, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.750, 22.375, 8.96, -3.48, 2.35, 0.0011111, 0.0055556, 0.0022222, 0, 0, 0, 0
127.82, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.000, 21.250, 8.81, -3.44, 2.28, -0.0011111, 0.0022222, 0.0033333, 0, 0, 0, 0
127.83, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.000, 21.250, 8.89, -3.50, 2.33, 0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
127.84, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.000, 21.250, 8.93, -3.37, 2.35, 0.0033333, 0.0000000, 0.0000000, 0, 0, 0, 0
127.85, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.000, 21.250, 8.80, -3.47, 2.24, -0.0011111, 0.0033333, 0.0055556, 0, 0, 0, 0
127.86, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 59.000, 21.250, 8.88, -3.49, 2.33, 0.0022222, 0.0004883, 0.0011111, 0, 0, 0, 0
127.87, 999.6, 27.47, 998.8, 26.71, 999.5, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 60.062, 20.875, 8.81, -3.44, 2.32, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
127.88, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 60.062, 20.875, 8.87, -3.50, 2.32, 0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.89, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 60.062, 20.875, 8.88, -3.46, 2.30, 0.0044444, 0.0000000, 0.0000000, 0, 0, 0, 0
127.90, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 60.062, 20.875, 8.90, -3.52, 2.37, -0.0011111, 0.0000000, 0.0000000, 0, 0, 0, 0
127.91, 999.6, 27.47, 998.8, 26.71, 999.6, 27.6, 69.12, 64.500, 55.56, 0.64917, -0.5101929, -0.34387, -0.44727, -24.250, 60.062, 20.875, 8.81, -3.50, 2.32, -0.0022222, 0.0000000, 0.0000000, 0, 0, 0, 0
