Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
54.077,1015.1,25.39,1014.8,26.53,1014.1,25.6,241.19,14.75,114.38,0.27905,-0.2085,-0.81012,0.47162,-28.375,37.75,1.875,0.94,-9.5,-2.97,1.0956,3.0311,2.5722,0,0,0,0
54.087,1015.3,25.39,1014.6,26.53,1014.2,25.6,242.13,14.188,113.19,0.28705,-0.22473,-0.80035,0.47595,-28.375,37.75,1.875,0.86,-9.6,-2.81,1.1078,3.3522,2.6689,0,0,0,0
54.097,1015.4,25.39,1015,26.53,1014.6,25.6,243.25,13.563,112,0.29578,-0.24194,-0.78973,0.47992,-23.5,40.063,-5.0625,0.78,-9.8,-2.64,1.1044,3.6478,2.7611,0,0,0,0
54.107,1015.4,25.39,1015.1,26.53,1015,25.6,244.5,12.875,110.81,0.30499,-0.25995,-0.77832,0.48334,-23.5,40.063,-5.0625,0.62,-10.06,-2.39,1.0667,3.8989,2.8511,0,0,0,0
54.117,1015.5,25.39,1015,26.53,1014.7,25.6,245.81,12.188,109.69,0.31458,-0.27863,-0.76624,0.48615,-23.5,40.063,-5.0625,0.54,-10.12,-2.31,1.0144,4.0856,2.9267,0,0,0,0
54.127,1015.6,25.39,1015.5,26.53,1014.8,25.6,247.13,11.375,108.56,0.32422,-0.29773,-0.75354,0.48834,-23.5,40.063,-5.0625,0.44,-10.27,-2.15,0.95444,4.2267,2.9833,0,0,0,0
54.137,1015.9,25.39,1015.6,26.53,1015.1,25.6,248.56,10.563,107.56,0.33398,-0.3172,-0.74017,0.48993,-23.5,40.063,-5.0625,0.34,-10.65,-2.03,0.90889,4.3667,3.0333,0,0,0,0
54.147,1016,25.39,1015.7,26.53,1015.3,25.6,250,9.6875,106.56,0.34406,-0.33691,-0.72601,0.49097,-18.375,44.063,-11.75,0.19,-10.62,-1.79,0.90111,4.5222,3.0522,0,0,0,0
54.157,1016,25.39,1015.6,26.53,1015.7,25.6,251.5,8.8125,105.63,0.35388,-0.35632,-0.71155,0.49133,-18.375,44.063,-11.75,0.03,-10.37,-1.72,0.84889,4.5322,3.0056,0,0,0,0
54.167,1016.1,25.39,1015.8,26.53,1015.6,25.6,253,7.875,104.75,0.36353,-0.37537,-0.6969,0.49121,-18.375,44.063,-11.75,-0.07,-10.34,-1.67,0.80222,4.52,2.9422,0,0,0,0
54.177,1016.3,25.39,1016.1,26.53,1015.8,25.6,254.5,7,104,0.37305,-0.39392,-0.68188,0.49054,-18.375,44.063,-11.75,-0.29,-10.71,-1.47,0.78556,4.5156,2.8778,0,0,0,0
54.187,1016.2,25.39,1015.9,26.53,1016.3,25.6,255.94,6.0625,103.25,0.38239,-0.41193,-0.66675,0.4895,-18.375,44.063,-11.75,-0.4,-10.74,-1.36,0.77556,4.4689,2.7944,0,0,0,0
54.197,1016.4,25.39,1015.7,26.53,1016.2,25.6,257.44,5.1875,102.56,0.39154,-0.42914,-0.65137,0.4881,-9.25,44.5,-18.75,-0.51,-10.68,-1.3,0.79333,4.4189,2.6967,0,0,0,0
54.207,1016.4,25.39,1016,26.53,1016.1,25.6,258.94,4.3125,101.88,0.4007,-0.44574,-0.6358,0.48639,-9.25,44.5,-18.75,-0.65,-10.64,-1.19,0.81889,4.4044,2.5978,0,0,0,0
54.217,1016.5,25.39,1016.2,26.53,1016.2,25.6,260.5,3.5,101.25,0.41003,-0.46173,-0.61987,0.48425,-9.25,44.5,-18.75,-0.79,-10.78,-1.03,0.87333,4.4278,2.4956,0,0,0,0
54.227,1016.6,25.39,1016.4,26.53,1016.4,25.6,262.13,2.6875,100.56,0.41968,-0.47699,-0.60358,0.48169,-9.25,44.5,-18.75,-0.91,-10.79,-0.93,0.94889,4.47,2.3756,0,0,0,0
54.237,1016.7,25.39,1016.6,26.53,1016.5,25.6,263.75,1.875,99.875,0.42969,-0.49158,-0.58691,0.47876,-9.25,44.5,-18.75,-1.04,-10.8,-0.82,1.0356,4.5133,2.2522,0,0,0,0
54.247,1016.7,25.39,1016.5,26.53,1016.5,25.6,265.56,1.1875,99.188,0.44006,-0.50537,-0.56989,0.47552,0.5625,44.188,-24.375,-1.12,-10.84,-0.73,1.1389,4.55,2.1222,0,0,0,0
54.257,1016.9,25.39,1016.7,26.53,1016.9,25.6,267.38,0.5,98.5,0.45087,-0.51837,-0.55255,0.47192,0.5625,44.188,-24.375,-1.34,-10.93,-0.53,1.2522,1.1444,1.9911,0,0,0,0
54.267,1017,25.39,1016.8,26.53,1017,25.6,269.25,-0.125,97.75,0.46198,-0.53046,-0.53491,0.46802,0.5625,44.188,-24.375,-1.41,-10.94,-0.45,1.36,1.1514,1.8556,0,0,0,0
54.277,1016.9,25.39,1016.7,26.53,1017.1,25.6,271.19,-0.6875,96.938,0.47351,-0.54175,-0.51703,0.46368,0.5625,44.188,-24.375,-1.49,-10.95,-0.32,1.4644,1.1578,1.7178,0,0,0,0
54.287,1016.9,25.39,1016.7,26.53,1016.9,25.6,273.19,-1.25,96.125,0.48529,-0.55231,-0.49884,0.45892,0.5625,44.188,-24.375,-1.64,-10.94,-0.1,1.5522,1.1675,1.5933,0,0,0,0
54.297,1016.9,25.39,1017,26.53,1017.1,25.6,275.25,-1.8125,95.313,0.49744,-0.56219,-0.48029,0.45367,8.5625,43.875,-25.375,-1.77,-10.97,-0.02,1.6389,1.1836,1.48,0,0,0,0
54.307,1016.8,25.39,1016.7,26.53,1017.2,25.6,277.38,-2.3125,94.5,0.50995,-0.57153,-0.4613,0.44775,8.5625,43.875,-25.375,-1.85,-10.94,0.13,1.7156,1.2106,1.3811,0,0,0,0
54.317,1016.7,25.39,1016.7,26.53,1017.1,25.6,279.63,-2.8125,93.688,0.52271,-0.58044,-0.44189,0.44116,8.5625,43.875,-25.375,-1.93,-10.94,0.17,1.7678,1.2403,1.2822,0,0,0,0
54.327,1016.7,25.39,1017,26.53,1017,25.6,281.94,-3.3125,92.813,0.53564,-0.58881,-0.42212,0.43384,8.5625,43.875,-25.375,-2.1,-10.87,0.36,1.8189,1.2633,1.1933,0,0,0,0
54.337,1016.6,25.39,1016.9,26.53,1017.3,25.6,284.31,-3.8125,92,0.54858,-0.59662,-0.40204,0.42596,8.5625,43.875,-25.375,-2.17,-10.86,0.5,1.8667,1.2758,1.1144,0,0,0,0
54.347,1016.5,25.39,1016.6,26.53,1017.3,25.6,286.69,-4.3125,91.125,0.56158,-0.60388,-0.38153,0.4176,16.188,40.875,-26.875,-2.27,-10.86,0.59,1.9133,1.2931,1.0544,0,0,0,0
54.357,1016.6,25.39,1016.7,26.53,1016.9,25.6,289.13,-4.8125,90.313,0.57446,-0.61072,-0.36066,0.40857,16.188,40.875,-26.875,-2.33,-10.85,0.72,1.9378,1.3136,1.0033,0,0,0,0
54.367,1016.8,25.39,1017,26.53,1016.7,25.6,291.63,-5.375,89.5,0.58722,-0.61725,-0.33929,0.3988,16.188,40.875,-26.875,-2.5,-10.86,0.92,1.9467,1.3414,0.96556,0,0,0,0
54.377,1016.7,25.39,1016.9,26.53,1016.9,25.6,294.13,-5.9375,88.75,0.59973,-0.62366,-0.31732,0.38818,16.188,40.875,-26.875,-2.56,-10.88,1.02,1.92,1.3825,0.94333,0,0,0,0
54.387,1016.6,25.39,1016.5,26.53,1016.9,25.6,296.75,-6.5,88.063,0.61188,-0.62982,-0.29498,0.37671,16.188,40.875,-26.875,-2.64,-10.78,1.1,1.8811,1.4108,0.91111,0,0,0,0
54.397,1016.4,25.39,1016.5,26.53,1017,25.6,299.38,-7.0625,87.438,0.62354,-0.63574,-0.27222,0.36456,22.063,38.25,-26.75,-2.81,-10.75,1.27,1.83,1.4342,0.88444,0,0,0,0
54.407,1016.5,25.39,1016.6,26.53,1017,25.6,302,-7.6875,86.938,0.6347,-0.64148,-0.24915,0.3515,22.063,38.25,-26.75,-2.88,-10.77,1.32,1.7611,1.4642,0.85667,0,0,0,0
54.417,1016.5,25.39,1016.5,26.53,1016.7,25.6,304.69,-8.3125,86.438,0.6452,-0.64709,-0.22589,0.33765,22.063,38.25,-26.75,-2.96,-10.68,1.38,1.6667,1.4853,0.81,0,0,0,0
54.427,1016.3,25.39,1016.4,26.53,1016.6,25.6,307.44,-8.9375,86.125,0.65491,-0.6524,-0.20258,0.32312,22.063,38.25,-26.75,-3.04,-10.62,1.44,1.5656,1.4964,0.76,0,0,0,0
54.437,1016.3,25.39,1016.3,26.53,1016.7,25.6,310.19,-9.5625,85.875,0.66382,-0.65753,-0.17938,0.30786,22.063,38.25,-26.75,-3.19,-10.45,1.56,1.4422,1.5078,0.69889,0,0,0,0
54.447,1016.1,25.39,1015.9,26.53,1016.6,25.6,313,-10.125,85.688,0.67188,-0.66254,-0.15625,0.29193,27.875,35.688,-24.375,-3.26,-10.42,1.57,1.31,1.5164,0.63,0,0,0,0
54.457,1015.8,25.39,1015.8,26.53,1016.2,25.6,315.81,-10.688,85.688,0.67902,-0.66736,-0.13336,0.27527,27.875,35.688,-24.375,-3.32,-10.35,1.55,1.1711,1.5225,0.55667,0,0,0,0
54.467,1015.6,25.39,1016.1,26.53,1016.1,25.6,318.69,-11.188,85.75,0.68524,-0.67206,-0.11078,0.25793,27.875,35.688,-24.375,-3.37,-10.23,1.57,1.03,0.38215,0.47667,0,0,0,0
54.477,1015.3,25.39,1016,26.53,1016.2,25.6,321.63,-11.688,85.938,0.69049,-0.67657,-0.088318,0.24005,27.875,35.688,-24.375,-3.48,-10.06,1.52,0.89333,0.38382,0.40444,0,0,0,0
54.487,1015.2,25.39,1015.6,26.53,1016.2,25.6,324.63,-12.063,86.25,0.69489,-0.68091,-0.066101,0.22156,27.875,35.688,-24.375,-3.57,-9.97,1.51,0.77444,0.38542,0.34333,0,0,0,0
54.497,1014.9,25.39,1015.4,26.53,1016,25.6,327.63,-12.438,86.563,0.69836,-0.68506,-0.043945,0.20258,32.188,33.875,-17.5,-3.59,-9.89,1.44,0.66444,0.38764,0.29333,0,0,0,0
54.507,1014.8,25.39,1015.2,26.53,1015.8,25.6,330.69,-12.813,87.063,0.70099,-0.6889,-0.02179,0.18317,32.188,33.875,-17.5,-3.7,-9.73,1.31,0.56667,0.39028,0.26333,0,0,0,0
54.517,1014.7,25.39,1015.1,26.53,1015.4,25.6,333.81,-13.063,87.563,0.7027,-0.6925,0.00036621,0.16333,32.188,33.875,-17.5,-3.77,-9.66,1.24,0.48778,0.39292,0.23667,0,0,0,0
54.527,1014.6,25.39,1015,26.53,1015.3,25.6,336.94,-13.313,88.125,0.70361,-0.69568,0.022583,0.14319,32.188,33.875,-17.5,-3.8,-9.57,1.23,0.42778,0.39611,0.22222,0,0,0,0
54.537,1014.3,25.39,1014.7,26.53,1015.4,25.6,340.19,-13.563,88.75,0.70367,-0.69843,0.044922,0.12262,32.188,33.875,-17.5,-3.87,-9.48,1.17,0.37,0.40069,0.21889,0,0,0,0
54.547,1013.9,25.39,1014.4,26.53,1015.3,25.6,343.5,-13.688,89.438,0.70276,-0.70087,0.067688,0.10168,33.688,32.063,-10.188,-3.9,-9.2,1.07,0.29778,0.40722,0.23889,0,0,0,0
54.557,1013.7,25.39,1014,26.53,1015,25.6,346.88,-13.875,90.188,0.70099,-0.70276,0.090698,0.080505,33.688,32.063,-10.188,-3.98,-9.37,0.96,0.25333,0.41278,0.27556,0,0,0,0
54.567,1013.5,25.39,1014.2,26.53,1014.6,25.6,350.25,-14,91,0.69855,-0.70392,0.11395,0.059326,33.688,32.063,-10.188,-3.98,-9.08,0.87,0.26,0.41444,0.32333,0,0,0,0
54.577,1013.5,25.39,1014.1,26.53,1014.4,25.6,353.69,-14.125,91.75,0.69525,-0.70453,0.13727,0.038208,33.688,32.063,-10.188,-4.02,-9.06,0.83,0.22,0.41514,0.38222,0,0,0,0
54.587,1013.5,25.39,1013.9,26.53,1014.2,25.6,357.13,-14.25,92.625,0.69098,-0.70459,0.16077,0.017212,33.688,32.063,-10.188,-4.13,-8.94,0.7,0.15667,0.41778,0.44333,0,0,0,0
54.597,1013.3,25.39,1013.6,26.53,1014.3,25.6,0.625,-14.313,93.5,0.68567,-0.7041,0.18463,-0.0037842,32.5,31.688,-1,-4.17,-8.91,0.6,0.073333,1.6897,0.52111,0,0,0,0
54.607,1013.1,25.39,1013.3,26.53,1014.2,25.6,4.125,-14.375,94.5,0.67926,-0.70313,0.20886,-0.024719,32.5,31.688,-1,-4.21,-8.84,0.54,-0.018889,1.7153,0.60222,0,0,0,0
54.617,1012.8,25.39,1013.1,26.53,1014,25.6,7.75,-14.438,95.5,0.67163,-0.70166,0.23358,-0.045654,32.5,31.688,-1,-4.29,-8.75,0.27,-0.11889,1.7431,0.69333,0,0,0,0
54.627,1012.6,25.39,1013,26.53,1013.7,25.6,11.438,-14.438,96.625,0.66278,-0.69952,0.25873,-0.066467,32.5,31.688,-1,-4.33,-8.71,0.15,-0.22556,1.7725,0.78556,0,0,0,0
54.637,1012.3,25.39,1012.8,26.53,1013.6,25.6,15.188,-14.438,97.875,0.65265,-0.69684,0.2843,-0.087219,32.5,31.688,-1,-4.35,-8.66,0,-0.34222,1.8053,0.88556,0,0,0,0
54.647,1012.1,25.39,1012.5,26.53,1013.3,25.6,19.063,-14.375,99.125,0.64124,-0.69348,0.31036,-0.10779,28.375,30.563,11.375,-4.35,-8.62,-0.13,-0.46333,1.8364,0.97889,0,0,0,0
54.657,1012,25.39,1012.4,26.53,1013.1,25.6,23,-14.25,100.5,0.62842,-0.68939,0.33673,-0.12817,28.375,30.563,11.375,-4.4,-8.58,-0.45,-0.59,1.8656,1.0756,0,0,0,0
54.667,1011.8,25.39,1012.2,26.53,1013,25.6,27.063,-14.063,101.94,0.61432,-0.68463,0.36328,-0.14813,28.375,30.563,11.375,-4.4,-8.54,-0.62,-0.71778,1.8853,1.1689,0,0,0,0
54.677,1011.8,25.39,1012.1,26.53,1012.8,25.6,31.25,-13.813,103.44,0.59882,-0.67914,0.38995,-0.1676,28.375,30.563,11.375,-4.41,-8.54,-0.81,-0.85556,1.9036,1.2622,0,0,0,0
54.687,1011.5,25.39,1011.8,26.53,1012.7,25.6,35.5,-13.5,105.06,0.58209,-0.67285,0.41663,-0.18658,28.375,30.563,11.375,-4.4,-8.46,-0.99,-0.99,1.9203,1.35,0,0,0,0
54.697,1011.4,25.39,1011.7,26.53,1012.4,25.6,39.938,-13.063,106.69,0.56396,-0.66583,0.44336,-0.20502,21,28.375,20.875,-4.37,-8.39,-1.37,-1.1344,1.9403,1.4367,0,0,0,0
54.707,1011.2,25.39,1011.5,26.53,1012.2,25.6,44.5,-12.563,108.38,0.54443,-0.65784,0.47021,-0.22302,21,28.375,20.875,-4.36,-8.27,-1.63,-1.2756,1.9703,1.5256,0,0,0,0
54.717,1011,25.39,1011.3,26.53,1012.1,25.6,49.375,-12,110.06,0.52332,-0.64886,0.49719,-0.2406,21,28.375,20.875,-4.29,-8.24,-1.86,-1.4133,0.50215,1.6144,0,0,0,0
54.727,1011.1,25.39,1011.1,26.53,1011.8,25.6,54.438,-11.25,111.88,0.50067,-0.63879,0.52417,-0.25781,21,28.375,20.875,-4.13,-8.11,-2.38,-1.55,0.51354,1.7044,0,0,0,0
54.737,1010.9,25.39,1011.1,26.53,1011.5,25.6,59.938,-10.375,113.69,0.47638,-0.62744,0.55127,-0.27478,21,28.375,20.875,-4.03,-8.09,-2.62,-1.6778,0.52715,1.7878,0,0,0,0
54.747,1010.7,25.39,1010.8,26.53,1011.2,25.6,65.813,-9.3125,115.5,0.45013,-0.61475,0.57837,-0.29144,11.5,26.5,31.375,-3.87,-8.02,-2.87,-1.8211,0.54389,1.8633,0,0,0,0
54.757,1010.6,25.39,1010.8,26.53,1011,25.6,72.188,-8.0625,117.31,0.42194,-0.60059,0.60535,-0.30792,11.5,26.5,31.375,-3.69,-7.98,-3.12,-1.96,0.56243,1.9233,0,0,0,0
54.767,1010.4,25.39,1010.6,26.53,1010.9,25.6,79.188,-6.625,119.06,0.39172,-0.5849,0.63196,-0.32404,11.5,26.5,31.375,-3.22,-7.94,-3.77,-2.0956,0.57986,1.9744,0,0,0,0
54.777,1010.2,25.39,1010.4,26.53,1010.7,25.6,86.688,-5,120.81,0.35962,-0.56775,0.65802,-0.33972,11.5,26.5,31.375,-2.96,-7.87,-4.07,-2.2333,2.3839,2.0078,0,0,0,0
54.787,1010.2,25.39,1010.2,26.53,1010.6,25.6,94.875,-3.125,122.44,0.32562,-0.54913,0.68311,-0.35468,11.5,26.5,31.375,-2.66,-7.74,-4.34,-2.3833,2.4336,2.0189,0,0,0,0
54.797,1010,25.39,1009.8,26.53,1010.3,25.6,103.56,-1.125,124.06,0.2901,-0.52936,0.70691,-0.36853,-2.875,23.563,38.875,-2,-7.44,-4.92,-2.5311,0.6141,1.9978,0,0,0,0
54.807,1010,25.39,1009.7,26.53,1010.1,25.6,112.75,1,125.5,0.25336,-0.50848,0.72931,-0.38135,-2.875,23.563,38.875,-1.66,-7.34,-5.16,-2.6544,0.61847,1.9689,0,0,0,0
54.817,1009.9,25.39,1009.7,26.53,1009.8,25.6,122.5,3.375,126.81,0.21552,-0.48651,0.75,-0.39288,-2.875,23.563,38.875,-1.29,-7.27,-5.43,-2.7778,0.62,1.9333,0,0,0,0
54.827,1009.9,25.39,1009.4,26.53,1009.6,25.6,132.56,5.8125,128,0.17688,-0.46368,0.76898,-0.40302,-2.875,23.563,38.875,-0.87,-7.2,-5.6,-2.8889,0.61889,1.8978,0,0,0,0
54.837,1009.9,25.39,1009.3,26.53,1009.3,25.6,143,8.375,129,0.1377,-0.44,0.78607,-0.41168,-2.875,23.563,38.875,-0.15,-6.89,-5.89,-2.9956,0.61465,1.8567,0,0,0,0
54.847,1009.8,25.39,1009.2,26.53,1009.2,25.6,153.56,10.938,129.88,0.098267,-0.41577,0.80133,-0.41876,-18.188,20.188,41,0.24,-6.64,-6.01,-3.0978,0.60875,1.8033,0,0,0,0
54.857,1009.7,25.39,1009,26.53,1009,25.6,164.25,13.625,130.63,0.058655,-0.39105,0.81464,-0.42432,-18.188,20.188,41,0.63,-6.6,-6.06,-3.1989,0.60174,1.7267,0,0,0,0
54.867,1009.8,25.39,1009,26.53,1008.8,25.6,174.88,16.313,131.19,0.019165,-0.36603,0.82599,-0.42822,-18.188,20.188,41,1.04,-6.45,-6.07,-3.2878,0.59278,1.65,0,0,0,0
54.877,1009.7,25.39,1008.8,26.53,1008.8,25.6,185.31,19.063,131.63,-0.020142,-0.34082,0.83545,-0.43066,-18.188,20.188,41,1.8,-6.21,-6.09,-3.3622,0.58333,1.56,0,0,0,0
54.887,1009.5,25.39,1008.7,26.53,1008.7,25.6,195.56,21.813,131.94,-0.05896,-0.31555,0.84302,-0.43158,-18.188,20.188,41,2.2,-6.07,-6.03,-3.4222,0.57278,1.4689,0,0,0,0
54.897,1009.5,25.39,1008.8,26.54,1008.7,25.58,205.38,24.5,132.06,-0.09729,-0.29034,0.84875,-0.43103,-33.188,19.063,35.5,2.58,-5.96,-5.95,-3.47,0.56167,1.3711,0,0,0,0
54.907,1009.6,25.39,1008.8,26.54,1008.5,25.58,214.88,27.188,132,-0.13489,-0.26532,0.85272,-0.42926,-33.188,19.063,35.5,3.39,-5.69,-5.73,-3.4989,0.55049,1.2733,0,0,0,0
54.917,1009.7,25.39,1008.7,26.54,1008.4,25.58,223.81,29.875,131.75,-0.17163,-0.24048,0.85504,-0.42621,-33.188,19.063,35.5,3.77,-5.58,-5.63,-3.5133,0.5384,1.1756,0,0,0,0
54.927,1009.6,25.39,1008.7,26.54,1008.4,25.58,232.31,32.5,131.38,-0.20746,-0.216,0.85565,-0.42206,-33.188,19.063,35.5,4.14,-5.45,-5.47,-3.5,0.52611,1.0767,0,0,0,0
54.937,1009.4,25.39,1008.6,26.54,1008.3,25.58,240.25,35,130.75,-0.24207,-0.19196,0.8548,-0.41699,-33.188,19.063,35.5,4.52,-5.38,-5.32,-3.4644,0.51167,0.98889,0,0,0,0
54.947,1009.4,25.39,1008.4,26.54,1008.2,25.58,247.56,37.375,130,-0.27527,-0.16846,0.8526,-0.41101,-41.563,18.5,23.688,5.2,-5.18,-4.98,-3.4222,1.9778,0.92111,0,0,0,0
54.957,1009.5,25.39,1008.4,26.54,1008.2,25.58,254.38,39.688,129.06,-0.30688,-0.14557,0.84924,-0.40424,-41.563,18.5,23.688,5.52,-5.02,-4.78,-3.3733,1.9022,0.86778,0,0,0,0
54.967,1009.5,25.39,1008.5,26.54,1008,25.58,260.56,41.813,127.94,-0.33661,-0.12335,0.84497,-0.39685,-41.563,18.5,23.688,5.84,-4.94,-4.61,-3.3111,1.8144,0.82556,0,0,0,0
54.977,1009.7,25.39,1008.4,26.54,1007.9,25.58,266.25,43.688,126.69,-0.36432,-0.10199,0.84003,-0.38885,-41.563,18.5,23.688,6.1,-4.86,-4.4,-3.2411,1.7156,0.80111,0,0,0,0
54.987,1009.9,25.39,1008.8,26.54,1007.7,25.58,271.38,45.438,125.38,-0.38977,-0.081421,0.83466,-0.38049,-41.563,18.5,23.688,6.67,-4.82,-4.09,-3.17,1.6047,0.79222,0,0,0,0
54.997,1010,25.39,1008.8,26.54,1007.9,25.58,275.94,46.875,124.06,-0.41272,-0.061768,0.82922,-0.37189,-43.375,20,11.375,6.86,-4.78,-3.9,-3.0756,1.4769,0.81333,0,0,0,0
55.007,1010.1,25.39,1008.7,26.54,1008,25.58,280,48.125,122.69,-0.43311,-0.04303,0.82373,-0.36334,-43.375,20,11.375,7.06,-4.67,-3.76,-2.9533,1.3478,0.86111,0,0,0,0
55.017,1010.1,25.39,1008.8,26.54,1008.1,25.58,283.56,49.125,121.38,-0.45111,-0.025146,0.81842,-0.35504,-43.375,20,11.375,7.37,-4.62,-3.46,-2.8311,1.225,0.91333,0,0,0,0
55.027,1010.2,25.39,1008.9,26.54,1008.1,25.58,286.75,49.875,120.13,-0.46692,-0.0081177,0.81335,-0.34692,-43.375,20,11.375,7.49,-4.57,-3.3,-2.7211,1.1083,0.96667,0,0,0,0
55.037,1010.4,25.39,1009.2,26.54,1008.2,25.58,289.56,50.5,118.94,-0.48059,0.0082397,0.80865,-0.33923,-43.375,20,11.375,7.67,-4.55,-3.23,-2.5989,0.99806,1.0289,0,0,0,0
55.047,1010.5,25.39,1009.2,26.54,1008.3,25.58,292,50.875,117.81,-0.49243,0.023865,0.8042,-0.33197,-42,22.188,1.5,7.77,-4.57,-3.12,-2.4767,0.89667,1.0956,0,0,0,0
55.057,1010.6,25.39,1009.4,26.54,1008.3,25.58,294.13,51.125,116.81,-0.5025,0.038879,0.80005,-0.32538,-42,22.188,1.5,7.94,-4.61,-3,-2.3311,0.80667,1.17,0,0,0,0
55.067,1010.8,25.39,1009.6,26.54,1008.5,25.58,296,51.25,115.81,-0.51129,0.053345,0.79602,-0.31952,-42,22.188,1.5,8.02,-4.63,-2.92,-2.1767,0.73583,1.2456,0,0,0,0
55.077,1010.9,25.39,1009.7,26.54,1008.7,25.58,297.56,51.188,114.88,-0.51892,0.067322,0.79211,-0.31433,-42,22.188,1.5,8.12,-4.68,-2.88,-2.02,0.67194,1.3133,0,0,0,0
55.087,1011.1,25.39,1010,26.54,1008.8,25.58,298.88,51.063,114.06,-0.52527,0.080688,0.78839,-0.30981,-42,22.188,1.5,8.19,-4.74,-2.82,-1.8744,0.60389,1.3767,0,0,0,0
55.097,1011.3,25.39,1010.2,26.54,1008.9,25.58,299.94,50.813,113.31,-0.53021,0.093506,0.78516,-0.30615,-39,25.188,-5.75,8.35,-4.85,-2.8,-1.73,0.51917,1.4456,0,0,0,0
55.107,1011.5,25.39,1010.3,26.54,1009.1,25.58,300.69,50.375,112.75,-0.53345,0.10553,0.78247,-0.30334,-39,25.188,-5.75,8.36,-4.97,-2.84,-1.5689,1.6567,1.5244,0,0,0,0
55.117,1011.6,25.39,1010.5,26.54,1009.4,25.58,301.13,49.813,112.44,-0.53467,0.1167,0.7807,-0.30164,-39,25.188,-5.75,8.39,-5.11,-2.87,-1.3967,1.1544,1.61,0,0,0,0
55.127,1011.7,25.39,1010.8,26.54,1009.6,25.58,301.13,49.125,112.31,-0.53381,0.12701,0.77991,-0.30109,-39,25.188,-5.75,8.28,-5.27,-2.92,-1.2256,0.61778,1.6978,0,0,0,0
55.137,1011.7,25.39,1010.7,26.54,1009.7,25.58,300.81,48.25,112.44,-0.53113,0.13654,0.78003,-0.30139,-39,25.188,-5.75,8.19,-5.37,-2.96,-1.0889,0.58667,1.7722,0,0,0,0
55.147,1011.8,25.39,1010.8,26.54,1009.7,25.58,300.25,47.25,112.69,-0.52698,0.14551,0.78082,-0.30243,-35.25,27.688,-9.75,8.09,-5.49,-3.04,-1.0078,0.94667,1.82,0,0,0,0
55.157,1011.8,25.39,1010.9,26.54,1009.9,25.58,299.5,46.25,113.06,-0.52155,0.15399,0.78223,-0.30243,-35.25,27.688,-9.75,8.01,-5.62,-3.15,-0.96,0.54778,1.8522,0,0,0,0
55.167,1011.9,25.39,1010.9,26.54,1009.8,25.58,298.56,45.125,113.56,-0.51495,0.16205,0.78424,-0.30383,-35.25,27.688,-9.75,7.84,-5.66,-3.41,-0.91222,0.85444,1.8922,0,0,0,0
55.177,1012.1,25.39,1011.1,26.54,1009.8,25.58,297.38,43.875,114.19,-0.50702,0.16956,0.78687,-0.30579,-35.25,27.688,-9.75,7.72,-5.71,-3.52,-0.85556,1.1878,1.93,0,0,0,0
55.187,1012,25.39,1011.2,26.54,1010,25.58,296,42.563,114.94,-0.49792,0.1767,0.79004,-0.31104,-35.25,27.688,-9.75,7.62,-5.8,-3.66,-0.81333,1.4878,1.9589,0,0,0,0
55.197,1011.9,25.39,1011.2,26.54,1010,25.58,294.38,41.188,115.69,-0.48779,0.18335,0.79352,-0.31421,-33.188,32.5,-8.5625,7.46,-5.82,-3.78,-0.77556,1.7244,1.9744,0,0,0,0
55.207,1011.8,25.39,1011.4,26.54,1010.1,25.58,292.63,39.75,116.5,-0.47699,0.18976,0.79724,-0.31763,-33.188,32.5,-8.5625,7.16,-5.94,-4.11,-0.75,1.8922,1.9911,0,0,0,0
55.217,1011.9,25.39,1011.5,26.54,1010,25.58,290.75,38.313,117.25,-0.46564,0.19598,0.80096,-0.31763,-33.188,32.5,-8.5625,6.99,-5.96,-4.23,-0.72444,2.0111,2.0222,0,0,0,0
55.227,1011.9,25.39,1011.4,26.54,1010.3,25.58,288.75,36.75,118.06,-0.45374,0.20209,0.80469,-0.32123,-33.188,32.5,-8.5625,6.82,-6.04,-4.38,-0.69222,2.1178,2.0544,0,0,0,0
55.237,1011.7,25.39,1011.1,26.54,1010.4,25.58,286.56,35.188,118.75,-0.44141,0.20807,0.80841,-0.3291,-33.188,32.5,-8.5625,6.45,-6.1,-4.59,-0.67111,2.2111,2.0844,0,0,0,0
55.247,1011.7,25.39,1011.1,26.54,1010.4,25.58,284.25,33.563,119.5,-0.42859,0.21399,0.81207,-0.33331,-30.563,35.75,-5.5,6.25,-6.14,-4.71,-0.64778,2.2944,2.1144,0,0,0,0
55.257,1011.5,25.39,1011.2,26.54,1010.4,25.58,281.75,31.938,120.19,-0.41541,0.21979,0.79993,-0.33331,-30.563,35.75,-5.5,6.01,-6.24,-4.82,-0.62222,2.3489,2.1533,0,0,0,0
55.267,1011.6,25.39,1011.2,26.54,1010.7,25.58,279.19,30.25,120.81,-0.40204,0.22565,0.81879,-0.33765,-30.563,35.75,-5.5,5.77,-6.29,-4.91,-0.59556,2.3789,2.1933,0,0,0,0
