Time [ms],PL [hPa],TL [C],PC [hPa],TC [C],PR [hPa],TR [C],EX [deg],EY [deg],EZ [deg],QW [-],QX [-],QY [-],QZ [-],MX [microT],MY [microT],MZ [microT],AX [m/s2],AY [m/s2],AZ [m/s2],RX [rad/s],RY [rad/s],RZ [rad/s],CSM,CSA,CSR,CSTOT
1.181,1480,26.71,1482.9,27.07,1484.2,27.03,112.44,-38.188,158.75,0.05719,0.77448,0.51788,-0.35883,27.188,-41.5,-106.69,-7.48,2.66,-7.08,0.18778,0.0085938,0.021111,0,0,0,0
1.191,1480.1,26.71,1477,27.07,1480.2,27.03,112.5,-38.5,158.63,0.057922,0.77362,0.51733,-0.36127,27.188,-41.5,-106.69,-6.08,-0.51,-5.95,0.16111,0.13833,0.16444,0,0,0,0
1.201,1471.5,26.71,1479.3,27.07,1477.4,27.03,112.63,-38.688,158.56,0.059265,0.77307,0.51526,-0.36511,27.188,-41.5,-106.69,-7.45,0.03,-6.36,0.18556,0.28556,0.17667,0,0,0,0
1.211,1484.9,26.71,1482.1,27.07,1490.2,27.03,112.69,-38.813,158.56,0.059509,0.77313,0.51453,-0.36603,27.563,-41.875,-103.19,-5.48,-1.74,-7.49,0.11444,0.17667,0.13,0,0,0,0
1.221,1482.4,26.71,1477.8,27.07,1473.2,27.03,112.75,-38.875,158.5,0.059509,0.77313,0.51453,-0.36603,27.563,-41.875,-103.19,-5.28,-0.69,-7.97,0.12,0.074444,0.11667,0,0,0,0
1.231,1478.3,26.71,1489.3,27.07,1475.9,27.03,112.81,-38.625,158.5,0.057922,0.77399,0.51392,-0.3653,27.563,-41.875,-103.19,-6.51,-1.81,-8.1,0.11,-0.1075,-0.037778,0,0,0,0
1.241,1488.6,26.71,1481.5,27.07,1480.3,27.03,112.81,-38.25,158.5,0.055481,0.77502,0.51428,-0.36304,27.563,-41.875,-103.19,-6.15,0.63,-6.16,0.14333,-0.044514,-0.11778,0,0,0,0
1.251,1481.8,26.71,1478.7,27.07,1484.1,27.03,112.81,-37.875,158.5,0.052979,0.77594,0.51483,-0.36066,27.563,-41.875,-103.19,-5.78,-2.75,-6.77,0.12667,-0.18361,-0.14667,0,0,0,0
1.261,1485,26.71,1485.2,27.07,1482.7,27.03,112.88,-37.5,158.5,0.051025,0.77692,0.5152,-0.35822,24.25,-43.688,-100,-6.66,-0.74,-8.21,0.028889,-0.042639,-0.078889,0,0,0,0
1.271,1487.9,26.71,1491.7,27.07,1486.2,27.03,112.88,-37.375,158.63,0.051025,0.77692,0.5152,-0.35822,24.25,-43.688,-100,-5.27,-1.27,-7.14,-0.043333,0.017569,0.0088889,0,0,0,0
1.281,1488.1,26.71,1482,27.07,1479.8,27.03,112.94,-37.375,158.63,0.050903,0.77753,0.51501,-0.35718,24.25,-43.688,-100,-6.25,0.88,-8.1,-0.031111,0.043333,0.10222,0,0,0,0
1.291,1484.2,26.71,1489.9,27.07,1486.3,27.03,112.94,-37.563,158.63,0.051758,0.77734,0.51459,-0.35815,24.25,-43.688,-100,-5.94,-3.92,-7.52,0.01,0.0675,0.095556,0,0,0,0
1.301,1481.7,26.71,1484.3,27.07,1485.8,27.03,112.94,-37.75,158.63,0.052673,0.77692,0.51428,-0.35931,24.25,-43.688,-100,-6.45,-2.54,-6.48,0.0055556,0.081389,0.067778,0,0,0,0
1.311,1487.4,26.71,1486.7,27.07,1485.2,27.03,112.94,-37.875,158.63,0.053223,0.77667,0.5141,-0.36011,26.375,-42.875,-99.25,-6.26,-0.1,-6.47,0.0022222,0.054167,0.033333,0,0,0,0
1.321,1485.5,26.71,1487.5,27.07,1487.5,27.03,113,-37.875,158.63,0.053223,0.77667,0.5141,-0.36011,26.375,-42.875,-99.25,-6.49,-2.12,-7.71,-0.02,0.045556,0.035556,0,0,0,0
1.331,1485,26.71,1486.6,27.07,1483.2,27.03,113,-37.813,158.63,0.053162,0.77686,0.51398,-0.35986,26.375,-42.875,-99.25,-5.5,-5.95,-7.52,0.022222,-0.0066667,-0.0077778,0,0,0,0
1.341,1489.7,26.71,1490,27.07,1486.7,27.03,113,-37.75,158.63,0.052612,0.7771,0.51404,-0.35931,26.375,-42.875,-99.25,-5.78,-4.85,-7.65,0.02,-0.010417,-0.021111,0,0,0,0
1.351,1490.2,26.71,1490.1,27.07,1489.6,27.03,113,-37.75,158.69,0.052612,0.77722,0.51404,-0.35907,26.375,-42.875,-99.25,-6.44,-3.71,-7.71,-0.025556,0.010833,0.02,0,0,0,0
1.361,1491.2,26.71,1487.9,27.07,1491.1,27.03,113,-37.75,158.69,0.052734,0.77722,0.51392,-0.35919,24.25,-42.875,-98.5,-6.6,-5.34,-6.69,0.0044444,0.024444,0.024444,0,0,0,0
1.371,1488.4,26.71,1485,27.07,1486.6,27.03,113,-37.75,158.69,0.052734,0.77722,0.51392,-0.35919,24.25,-42.875,-98.5,-6.28,-3.09,-7.1,0.01,0.0091667,0.02,0,0,0,0
1.381,1487.6,26.71,1495.2,27.07,1486.2,27.03,113.06,-37.75,158.69,0.052979,0.77728,0.51367,-0.35938,24.25,-42.875,-98.5,-6.68,1.31,-7.61,-0.0055556,0.057778,0.043333,0,0,0,0
1.391,1491.5,26.71,1500.2,27.07,1493.9,27.03,113.06,-37.75,158.69,0.052856,0.77728,0.51367,-0.35944,24.25,-42.875,-98.5,-5.82,-2.96,-7.61,0.025556,0.0055556,0.0022222,0,0,0,0
1.401,1492.5,26.71,1492.7,27.07,1488.9,27.03,113.06,-37.813,158.69,0.053101,0.77716,0.51367,-0.35962,24.25,-42.875,-98.5,-5.87,-1.22,-7.44,-0.011111,-0.00375,-0.0066667,0,0,0,0
1.411,1489.8,26.71,1491.5,27.07,1490.9,27.03,113.06,-37.813,158.63,0.053162,0.7771,0.51361,-0.3598,25.375,-43.25,-99.563,-6.31,-5.23,-6.72,0.013333,-0.003125,-0.0077778,0,0,0,0
1.421,1494.8,26.71,1493.4,27.07,1489.9,27.03,113.06,-37.813,158.63,0.053162,0.7771,0.51361,-0.3598,25.375,-43.25,-99.563,-6.64,-2.82,-7.51,-0.037778,0.016667,0.015556,0,0,0,0
1.431,1493.7,26.71,1492.6,27.07,1493.2,27.03,113.06,-37.813,158.69,0.05304,0.77728,0.51361,-0.35944,25.375,-43.25,-99.563,-6.03,-3.56,-7.01,0.022222,-0.0175,-0.0088889,0,0,0,0
1.441,1494.4,26.71,1494.7,27.07,1492.6,27.03,113.06,-37.75,158.69,0.052856,0.7774,0.51361,-0.35925,25.375,-43.25,-99.563,-6.21,-2.08,-7.57,0,0.015833,0.01,0,0,0,0
1.451,1495.3,26.71,1494.7,27.07,1489.5,27.03,113.06,-37.75,158.69,0.052795,0.7774,0.51361,-0.35925,25.375,-43.25,-99.563,-5.52,-3.22,-6.97,0.022222,-0.0022222,-0.0066667,0,0,0,0
1.461,1492.8,26.71,1493.4,27.07,1493.7,27.03,113.06,-37.813,158.69,0.052856,0.77734,0.51361,-0.35944,24.563,-43.25,-97.25,-5.67,-4.37,-7.06,0.0033333,-0.0024306,-0.0044444,0,0,0,0
1.471,1492.9,26.71,1495.2,27.07,1497.5,27.03,113.06,-37.813,158.69,0.052856,0.77734,0.51361,-0.35944,24.563,-43.25,-97.25,-6.37,-3.01,-7.12,-0.0011111,0.011944,0.014444,0,0,0,0
1.481,1496.6,26.71,1496.8,27.07,1492.7,27.03,113.06,-37.813,158.69,0.053223,0.77728,0.51343,-0.35968,24.563,-43.25,-97.25,-6.19,-1.29,-7.26,-0.02,0.0083333,0.027778,0,0,0,0
1.491,1494.9,26.71,1498.4,27.07,1495.3,27.03,113.06,-37.813,158.69,0.053223,0.77734,0.51337,-0.35968,24.563,-43.25,-97.25,-6.31,-2.07,-7.15,0.0055556,0.0088889,0.017778,0,0,0,0
1.501,1497.7,26.71,1497.7,27.07,1495.7,27.03,113.06,-37.813,158.69,0.053162,0.77734,0.51337,-0.35962,24.563,-43.25,-97.25,-5.91,-1.94,-6.78,0.013333,-0.016667,-0.01,0,0,0,0
1.511,1498.1,26.71,1497.8,27.07,1493.9,27.03,113.06,-37.813,158.69,0.05304,0.77734,0.51343,-0.35956,24.25,-43.688,-99.25,-6,-3.56,-7.05,0.0011111,-0.021111,-0.023333,0,0,0,0
1.521,1500.3,26.71,1500,27.07,1496.4,27.03,113.06,-37.813,158.69,0.05304,0.77734,0.51343,-0.35956,24.25,-43.688,-99.25,-5.72,-4.28,-6.86,0.0088889,-0.041111,-0.032222,0,0,0,0
1.531,1498.9,26.71,1499.2,27.07,1499.5,27.03,113.06,-37.813,158.69,0.05304,0.77734,0.51361,-0.35931,24.25,-43.688,-99.25,-5.76,-1.79,-7.51,-0.03,8.3068e-39,0,0,0,0,0
1.541,1499.4,26.71,1498.6,27.07,1496.2,27.03,113.06,-37.813,158.69,0.05304,0.77734,0.51361,-0.35931,24.25,-43.688,-99.25,-5.95,-2.8,-6.85,-0.0066667,0.0033333,0.0066667,0,0,0,0
1.551,1503,26.71,1500.5,27.07,1500.2,27.03,113.06,-37.75,158.69,0.052979,0.77734,0.51361,-0.35931,24.25,-43.688,-99.25,-6.39,-1.74,-7.45,-0.0088889,0.0036111,0.0066667,0,0,0,0
1.561,1503.3,26.71,1502,27.07,1499.5,27.03,113.06,-37.75,158.69,0.052795,0.7774,0.51361,-0.35919,24.25,-43.688,-98.063,-6.06,-3.51,-6.48,0.021111,-0.0022222,-0.0077778,0,0,0,0
1.571,1498.3,26.71,1500.2,27.07,1498.2,27.03,113.06,-37.75,158.69,0.052795,0.7774,0.51361,-0.35919,24.25,-43.688,-98.063,-6.02,-3.47,-6.84,0.0066667,-0.017778,-0.012222,0,0,0,0
1.581,1500.6,26.71,1501,27.07,1499.7,27.03,113.06,-37.75,158.69,0.052795,0.7774,0.51367,-0.35919,24.25,-43.688,-98.063,-5.73,-3.62,-7.01,0.0066667,-0.017778,-0.012222,0,0,0,0
1.591,1501.7,26.71,1502.8,27.07,1502.7,27.03,113.06,-37.75,158.69,0.052795,0.7774,0.51367,-0.35919,24.25,-43.688,-98.063,-6.04,-2.32,-7.58,0,8.3068e-39,0,0,0,0,0
1.601,1502.3,26.71,1504.7,27.07,1505.7,27.03,113.06,-37.75,158.69,0.052856,0.7774,0.51361,-0.35913,24.25,-43.688,-98.063,-6.22,-1.99,-7.29,-0.011111,0.0078125,0.012222,0,0,0,0
1.611,1501.6,26.71,1503.1,27.07,1500.5,27.03,113.06,-37.75,158.69,0.052856,0.7774,0.51361,-0.35913,24.563,-42.875,-98.75,-5.97,-3.15,-7.04,0.021111,-0.031111,-0.016667,0,0,0,0
1.621,1501.4,26.71,1502.5,27.07,1502.2,27.03,113.06,-37.75,158.69,0.052795,0.77734,0.51367,-0.35925,24.563,-42.875,-98.75,-6.04,-2.34,-7.19,-0.011111,-0.0010417,-0.0011111,0,0,0,0
1.631,1503.4,26.71,1503.7,27.07,1502.4,27.03,113.06,-37.75,158.69,0.052734,0.77734,0.51361,-0.35931,24.563,-42.875,-98.75,-6.01,-3.61,-6.93,0.02,-0.0044444,-0.0077778,0,0,0,0
1.641,1505.2,26.71,1505.3,27.07,1503.1,27.03,113.06,-37.75,158.69,0.052795,0.77734,0.51361,-0.35931,24.563,-42.875,-98.75,-5.83,-2.22,-7.41,-0.01,0.0030556,0.0077778,0,0,0,0
1.651,1503.6,26.71,1504.4,27.07,1502,27.03,113.06,-37.75,158.69,0.052795,0.77734,0.51361,-0.35938,24.563,-42.875,-98.75,-5.61,-4.13,-6.87,0,0.0041667,0.0044444,0,0,0,0
1.661,1506.1,26.71,1505.6,27.07,1506.1,27.03,113.06,-37.75,158.69,0.052795,0.77734,0.51361,-0.35938,25,-42.875,-98.5,-6.53,-3.36,-7.6,0.0011111,0.0044444,0.0033333,0,0,0,0
1.671,1504.9,26.71,1506.2,27.07,1508.2,27.03,113.06,-37.75,158.69,0.052917,0.77734,0.51355,-0.35938,25,-42.875,-98.5,-6,-1.64,-7.03,-0.013333,0.013333,0.017778,0,0,0,0
1.681,1504.8,26.69,1506.2,27.06,1508.1,26.98,113.06,-37.75,158.69,0.052856,0.77734,0.51355,-0.35944,25,-42.875,-98.5,-6.43,-3.48,-6.77,0.016667,-0.0055556,-0.0055556,0,0,0,0
1.691,1508.1,26.69,1507.1,27.06,1505.8,26.98,113.06,-37.75,158.69,0.052856,0.77734,0.51355,-0.35944,25,-42.875,-98.5,-6,-4.11,-7.3,-0.0066667,0.0011111,0.0011111,0,0,0,0
1.701,1507.3,26.69,1507.1,27.06,1505,26.98,113.06,-37.75,158.63,0.052734,0.77734,0.51355,-0.35944,25,-42.875,-98.5,-5.77,-2.81,-6.91,0.017778,-0.017778,-0.015556,0,0,0,0
1.711,1507.9,26.69,1508.2,27.06,1506.9,26.98,113.06,-37.813,158.69,0.052917,0.77734,0.51355,-0.35944,25,-44,-98.375,-6.1,-1.77,-7.67,-0.03,0.021111,0.012222,0,0,0,0
1.721,1505.5,26.69,1507,27.06,1506.7,26.98,113.06,-37.75,158.69,0.052917,0.77734,0.51355,-0.35944,25,-44,-98.375,-6,-3.45,-7.09,0.016667,-0.011667,-0.021111,0,0,0,0
1.731,1506.7,26.69,1506.8,27.06,1508.9,26.98,113.06,-37.75,158.69,0.052673,0.7774,0.51367,-0.35913,25,-44,-98.375,-6.25,-1.34,-6.95,-0.015556,0.0024306,0.0066667,0,0,0,0
1.741,1509.3,26.69,1509.4,27.06,1508.4,26.98,113.06,-37.75,158.69,0.052612,0.77747,0.51367,-0.35907,25,-44,-98.375,-6.06,-2.91,-6.9,0.0055556,-0.0036111,-0.0033333,0,0,0,0
1.751,1510.7,26.69,1510.2,27.06,1508.7,26.98,113.06,-37.75,158.69,0.052612,0.77747,0.51367,-0.35907,25,-44,-98.375,-6.17,-3.15,-7.24,-0.0066667,-0.0044444,-0.0033333,0,0,0,0
1.761,1511.6,26.69,1511.3,27.06,1510.8,26.98,113.06,-37.75,158.69,0.052612,0.77747,0.51367,-0.35907,23.875,-43.688,-98.875,-5.66,-3.58,-6.92,0.0077778,-0.017778,-0.0088889,0,0,0,0
1.771,1509.2,26.69,1512.3,27.06,1512.7,26.98,113.06,-37.75,158.69,0.052612,0.7774,0.51373,-0.35907,23.875,-43.688,-98.875,-5.55,-4.07,-7.11,0.0077778,-0.022222,-0.011111,0,0,0,0
1.781,1510.3,26.69,1510.7,27.06,1510.5,26.98,113.06,-37.75,158.69,0.052734,0.77747,0.51367,-0.35901,23.875,-43.688,-98.875,-6.32,-2.46,-7.58,-0.025556,0.0088889,0.017778,0,0,0,0
1.791,1512.1,26.69,1515.1,27.06,1507.6,26.98,113.06,-37.75,158.69,0.052734,0.77753,0.51367,-0.35895,23.875,-43.688,-98.875,-6.25,-2.61,-6.79,-0.0044444,0.022222,0.012222,0,0,0,0
1.801,1511.3,26.69,1512.6,27.06,1510.6,26.98,113.06,-37.75,158.69,0.052734,0.77747,0.51367,-0.35901,23.875,-43.688,-98.875,-6.25,-3.31,-7.12,-0.0088889,0.0036111,0.0066667,0,0,0,0
1.811,1515.5,26.69,1516.8,27.06,1514.3,26.98,113.06,-37.75,158.69,0.052612,0.77747,0.51373,-0.35907,25.375,-43.688,-98.875,-5.51,-3.1,-7.13,0.022222,-0.013333,-0.024444,0,0,0,0
1.821,1513.1,26.69,1513.7,27.06,1510.9,26.98,113.06,-37.75,158.69,0.052612,0.77747,0.51373,-0.35907,25.375,-43.688,-98.875,-5.96,-2.18,-7.16,-0.0055556,0.015556,0.011111,0,0,0,0
1.831,1511.2,26.69,1513.2,27.06,1516.8,26.98,113.06,-37.75,158.69,0.052673,0.77753,0.51355,-0.35901,25.375,-43.688,-98.875,-5.98,-2.55,-7.52,0,0.03,0.026667,0,0,0,0
1.841,1514.3,26.69,1516.4,27.06,1515.4,26.98,113.06,-37.75,158.69,0.052612,0.77759,0.51355,-0.35889,25.375,-43.688,-98.875,-6.36,-1.93,-7.25,0,-0.0015972,-0.0011111,0,0,0,0
1.851,1515.4,26.69,1516.2,27.06,1512.4,26.98,113.06,-37.688,158.69,0.052673,0.77759,0.51361,-0.35889,25.375,-43.688,-98.875,-6.16,-1.94,-7.06,-0.014444,-0.0055556,-0.0022222,0,0,0,0
1.861,1512.9,26.69,1513.5,27.06,1517,26.98,113.06,-37.688,158.69,0.052673,0.77759,0.51361,-0.35889,23.875,-42.875,-98.063,-6.32,-4.11,-6.87,0.012222,-0.021111,-0.0088889,0,0,0,0
1.871,1514.5,26.69,1515.8,27.06,1519.1,26.98,113.06,-37.688,158.69,0.052612,0.77765,0.51361,-0.35876,23.875,-42.875,-98.063,-6.21,-2.96,-7.15,-0.015556,0.0055556,0.0077778,0,0,0,0
1.881,1515.5,26.69,1519.3,27.06,1517.5,26.98,113.06,-37.688,158.69,0.052612,0.77765,0.51361,-0.35876,23.875,-42.875,-98.063,-5.93,-2.62,-7.41,0.0044444,-0.0055556,-0.0033333,0,0,0,0
1.891,1515.3,26.69,1517.1,27.06,1516.7,26.98,113.06,-37.688,158.69,0.052612,0.77765,0.51361,-0.35876,23.875,-42.875,-98.063,-6,-3.21,-7.34,-0.0033333,-0.0088889,-0.0088889,0,0,0,0
1.901,1517.8,26.69,1518.8,27.06,1520.3,26.98,113.06,-37.688,158.69,0.052612,0.77765,0.51361,-0.35876,23.875,-42.875,-98.063,-5.92,-3.68,-7.49,-0.01,0.0066667,0.0033333,0,0,0,0
1.911,1517.6,26.69,1518.4,27.06,1520.7,26.98,113.06,-37.688,158.69,0.052612,0.77765,0.51361,-0.35876,24.25,-44,-99.25,-6.4,-2.07,-7.1,0,0.0077778,0.0055556,0,0,0,0
1.921,1518,26.69,1520.2,27.06,1520.2,26.98,113.06,-37.688,158.69,0.052734,0.77765,0.51361,-0.3587,24.25,-44,-99.25,-6.54,-2.06,-7.42,-0.018889,0.031111,0.016667,0,0,0,0
1.931,1519.8,26.69,1523,27.06,1517.6,26.98,113.06,-37.688,158.75,0.052429,0.77771,0.51367,-0.35852,24.25,-44,-99.25,-5.7,-3.32,-7.36,0.023333,-0.016667,-0.022222,0,0,0,0
1.941,1518.3,26.69,1521.4,27.06,1522,26.98,113.06,-37.688,158.69,0.052368,0.77777,0.51367,-0.35846,24.25,-44,-99.25,-5.92,-3.13,-7.22,-0.0033333,-0.0038889,-0.0077778,0,0,0,0
1.951,1523.2,26.69,1522.8,27.06,1522.4,26.98,113.06,-37.688,158.69,0.052368,0.77771,0.51361,-0.35858,24.25,-44,-99.25,-6.24,-3.37,-6.86,0.011111,-0.016667,-0.01,0,0,0,0
1.961,1522.9,26.69,1521.3,27.06,1514.8,26.98,113.06,-37.688,158.69,0.05249,0.77771,0.51367,-0.35864,23.5,-42.875,-98.063,-6.15,-3.27,-7.4,-0.016667,0.001875,0.0011111,0,0,0,0
1.971,1524,26.69,1524.6,27.06,1522,26.98,113.06,-37.688,158.69,0.05249,0.77771,0.51367,-0.35864,23.5,-42.875,-98.063,-6.37,-2.87,-7.14,-0.01,0.0078125,0.015556,0,0,0,0
1.981,1523.9,26.69,1523.9,27.06,1523.6,26.98,113.13,-37.688,158.75,0.052551,0.77777,0.51355,-0.35864,23.5,-42.875,-98.063,-6.29,-0.15,-7.26,-0.0022222,0.031111,0.011111,0,0,0,0
1.991,1523.1,26.69,1524,27.06,1524.4,26.98,113.13,-37.688,158.75,0.052673,0.77771,0.51349,-0.35876,23.5,-42.875,-98.063,-5.89,-3.42,-7.34,-0.0011111,0.0086111,0.018889,0,0,0,0
2.001,1522.7,26.69,1525.2,27.06,1522.3,26.98,113.13,-37.75,158.75,0.052734,0.77771,0.51349,-0.35883,23.5,-42.875,-98.063,-6.01,-2.93,-6.76,0.01,1.2539e-38,0,0,0,0,0
2.011,1521.7,26.69,1522.7,27.06,1520,26.98,113.13,-37.75,158.75,0.052734,0.77771,0.51349,-0.35883,25.375,-44,-98.5,-6.04,-2.66,-7.27,-0.0033333,1.5046e-38,0,0,0,0,0
2.021,1523.3,26.69,1523.4,27.06,1527.1,26.98,113.13,-37.75,158.75,0.052673,0.77765,0.51349,-0.35883,25.375,-44,-98.5,-5.72,-2.98,-7.28,0.0077778,-0.016667,-0.013333,0,0,0,0
2.031,1523.8,26.69,1525.8,27.06,1526,26.98,113.13,-37.75,158.75,0.052795,0.77771,0.51349,-0.35876,25.375,-44,-98.5,-6.29,-2.48,-7.31,-0.024444,0.031111,0.014444,0,0,0,0
2.041,1530,26.69,1524.6,27.06,1522.4,26.98,113.13,-37.75,158.75,0.052734,0.77771,0.51349,-0.3587,25.375,-44,-98.5,-6.01,-3.3,-6.94,0.0044444,-0.0058333,-0.0077778,0,0,0,0
2.051,1526.3,26.69,1527.6,27.06,1527,26.98,113.13,-37.688,158.75,0.052734,0.77777,0.51349,-0.35864,25.375,-44,-98.5,-6.44,-2.9,-7.42,-0.0044444,0.0030556,0.0044444,0,0,0,0
2.061,1525.2,26.69,1527.1,27.06,1528.1,26.98,113.13,-37.688,158.75,0.052734,0.77777,0.51349,-0.35864,24.25,-43.688,-98.75,-5.51,-3.58,-6.82,0.022222,-0.021111,-0.02,0,0,0,0
2.071,1528.1,26.69,1527.1,27.06,1528.7,26.98,113.06,-37.688,158.75,0.052612,0.77777,0.51361,-0.35858,24.25,-43.688,-98.75,-5.78,-2.39,-7.3,-0.018889,0.017778,0.0088889,0,0,0,0
2.081,1528,26.69,1531.2,27.06,1528.9,26.98,113.06,-37.688,158.75,0.052612,0.77777,0.51361,-0.35858,24.25,-43.688,-98.75,-6.05,-3.47,-7.58,-0.0033333,0.013333,0.01,0,0,0,0
2.091,1528.5,26.69,1531.3,27.06,1527.2,26.98,113.06,-37.688,158.75,0.052612,0.77777,0.51361,-0.35858,24.25,-43.688,-98.75,-6.26,-0.39,-7.55,-0.01,0.0077778,0.0033333,0,0,0,0
2.101,1530.2,26.69,1528.7,27.06,1527.9,26.98,113.06,-37.688,158.75,0.052795,0.77771,0.51355,-0.35864,24.25,-43.688,-98.75,-6.05,-3.72,-7.05,-0.017778,0.0080556,0.013333,0,0,0,0
2.111,1528.8,26.69,1530.5,27.06,1531.3,26.98,113.06,-37.688,158.75,0.052612,0.77771,0.51361,-0.35858,25.375,-44,-98.563,-5.93,-3.81,-6.87,0.022222,-0.01,-0.022222,0,0,0,0
2.121,1533.5,26.69,1530.9,27.06,1528.2,26.98,113.13,-37.688,158.75,0.052612,0.77771,0.51361,-0.35858,25.375,-44,-98.563,-6.17,-1.52,-7.25,-0.02,0.011111,0.02,0,0,0,0
2.131,1530.1,26.69,1532.5,27.06,1532.5,26.98,113.13,-37.625,158.75,0.052429,0.77789,0.51355,-0.35834,25.375,-44,-98.563,-6.04,-4.9,-7.35,0.031111,-0.0055556,-0.0077778,0,0,0,0
2.141,1527.1,26.69,1530,27.06,1532,26.98,113.13,-37.625,158.75,0.05249,0.77789,0.51355,-0.35828,25.375,-44,-98.563,-6.15,-1.19,-7.71,-0.026667,-0.14222,-0.27667,0,0,0,0
2.151,1531.7,26.69,1531.8,27.06,1531.6,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25.375,-44,-98.563,-5.76,-2.91,-6.96,0.013333,0.0013194,0.0011111,0,0,0,0
2.161,1536.2,26.69,1536.3,27.06,1531.3,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25.75,-43.688,-97.688,-6.13,-4.02,-7.06,-0.0066667,0.031111,0.0088889,0,0,0,0
2.171,1530.1,26.69,1533.2,27.06,1533.4,26.98,113.13,-37.625,158.75,0.052368,0.77789,0.51361,-0.35822,25.75,-43.688,-97.688,-6,-2.7,-6.84,0.01,-0.026667,-0.012222,0,0,0,0
2.181,1531,26.69,1533,27.06,1534.7,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25.75,-43.688,-97.688,-6.22,-2.69,-7.23,-0.0088889,0.0088889,0.013333,0,0,0,0
2.191,1533,26.69,1533.8,27.06,1531.9,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25.75,-43.688,-97.688,-5.91,-3.07,-7.74,-0.0011111,0.14222,0.28,0,0,0,0
2.201,1537.3,26.69,1535.9,27.06,1534.8,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25.75,-43.688,-97.688,-5.84,-1.73,-7.23,-0.0022222,-0.0025,-0.0022222,0,0,0,0
2.211,1534.2,26.69,1534.3,27.06,1534,26.98,113.13,-37.625,158.75,0.052429,0.77795,0.51355,-0.35822,25,-43.688,-98.875,-6.3,-2.75,-7.03,0.0044444,2.3405e-38,0,0,0,0,0
2.221,1533.5,26.69,1533.1,27.06,1535.8,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35809,25,-43.688,-98.875,-6.08,-3.42,-7.03,0.0055556,-0.0097222,-0.013333,0,0,0,0
2.231,1535.9,26.69,1541.3,27.06,1537.2,26.98,113.13,-37.625,158.75,0.052246,0.77802,0.51361,-0.35797,25,-43.688,-98.875,-6.21,-3.2,-7.26,-0.0066667,0.0058333,0.0033333,0,0,0,0
2.241,1536.3,26.69,1542.3,27.06,1536,26.98,113.13,-37.625,158.75,0.052246,0.77802,0.51361,-0.35797,25,-43.688,-98.875,-5.82,-0.87,-7.39,-0.0066667,0.0044444,0.0055556,0,0,0,0
2.251,1532.8,26.69,1536.3,27.06,1541,26.98,113.13,-37.625,158.75,0.052307,0.77802,0.51355,-0.35803,25,-43.688,-98.875,-6.21,-2.36,-7.79,-0.0066667,0.012222,0.011111,0,0,0,0
2.261,1534.9,26.69,1536.8,27.06,1538.6,26.98,113.13,-37.625,158.75,0.052185,0.77802,0.51361,-0.35809,24.25,-44.375,-97.688,-5.81,-4.34,-6.86,0.017778,-0.017778,-0.014444,0,0,0,0
2.271,1537.3,26.69,1538.9,27.06,1530.7,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44.375,-97.688,-6.08,-0.72,-7.11,-0.011111,0.0047222,0.0077778,0,0,0,0
2.281,1539.1,26.69,1540.2,27.06,1539.4,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44.375,-97.688,-6.32,-3.21,-7.3,0.0011111,0.0055556,0.0044444,0,0,0,0
2.291,1537.3,26.69,1539.1,27.06,1541.8,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44.375,-97.688,-5.99,-1.81,-7.3,-0.0066667,0.0055556,0.0022222,0,0,0,0
2.301,1540.7,26.69,1541.7,27.06,1543.3,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44.375,-97.688,-6.02,-3.57,-7.23,0.0088889,0.0055556,0.0022222,0,0,0,0
2.311,1540.5,26.69,1541.1,27.06,1538,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44,-98.5,-6.23,-1.83,-7.67,0.0044444,-0.0022222,-0.0044444,0,0,0,0
2.321,1539.6,26.69,1541,27.06,1537.4,26.98,113.13,-37.625,158.75,0.052307,0.77795,0.51361,-0.35815,24.25,-44,-98.5,-6.04,-2.68,-6.87,-0.0011111,0.00055556,0.0011111,0,0,0,0
2.331,1539.2,26.69,1541,27.06,1543.5,26.98,113.13,-37.625,158.75,0.052246,0.77795,0.51361,-0.35815,24.25,-44,-98.5,-6,-3.24,-6.89,0.011111,-0.031111,-0.01,0,0,0,0
2.341,1542.1,26.69,1542.4,27.06,1545.8,26.98,113.13,-37.625,158.75,0.052368,0.77802,0.51355,-0.35815,24.25,-44,-98.5,-6.32,-2.06,-7.44,-0.013333,-0.011111,-0.01,0,0,0,0
